Zeit_Messung (sec);R (Ohm)

0,00;373,03
0,11;373,03
0,23;373,02
0,36;373,02
0,48;373,02
0,61;373,02
0,73;373,03
0,86;373,02
0,98;373,03
1,11;373,02
1,23;373,02
1,36;373,02
1,48;373,02
1,61;373,01
1,73;373,01
1,86;373,01
1,98;373,01
2,11;373,02
2,23;373,03
2,36;373,04
2,48;373,05
2,61;373,07
2,73;373,09
2,86;373,12
2,98;373,15
3,11;373,18
3,23;373,23
3,36;373,27
3,48;373,32
3,61;373,37
3,73;373,42
3,86;373,46
3,98;373,51
4,11;373,55
4,23;373,59
4,36;373,63
4,48;373,66
4,61;373,68
4,73;373,69
4,86;373,70
4,98;373,70
5,11;373,71
5,23;373,70
5,36;373,69
5,48;373,68
5,61;373,67
5,77;373,66
5,86;373,65
5,98;373,64
6,11;373,63
6,23;373,62
6,36;373,61
6,48;373,59
6,61;373,58
6,74;373,57
6,86;373,57
6,98;373,56
7,11;373,55
7,23;373,54
7,36;373,53
7,48;373,53
7,61;373,53
7,73;373,52
7,86;373,51
7,98;373,50
8,11;373,50
8,23;373,50
8,36;373,49
8,48;373,48
8,61;373,48
8,73;373,48
8,86;373,47
8,98;373,47
9,11;373,46
9,23;373,45
9,36;373,45
9,48;373,44
9,61;373,44
9,73;373,44
9,86;373,44
9,98;373,43
10,11;373,42
10,23;373,43
10,36;373,42
10,48;373,41
10,61;373,42
10,73;373,41
10,86;373,40
10,98;373,40
11,11;373,40
11,23;373,40
11,36;373,39
11,48;373,39
11,61;373,39
11,73;373,39
11,86;373,38
11,98;373,39
12,11;373,39
12,23;373,39
12,36;373,39
12,48;373,38
12,61;373,39
12,73;373,38
12,86;373,37
12,98;373,37
13,11;373,36
13,23;373,37
13,36;373,36
13,48;373,36
13,61;373,36
13,73;373,36
13,86;373,35
13,98;373,35
14,11;373,35
14,23;373,35
14,36;373,35
14,48;373,35
14,61;373,34
14,73;373,34
14,86;373,34
14,98;373,34
15,11;373,33
15,23;373,34
15,36;373,32
15,48;373,33
15,61;373,32
15,73;373,32
15,86;373,32
15,98;373,32
16,11;373,31
16,23;373,31
16,36;373,30
16,48;373,31
16,61;373,31
16,73;373,30
16,86;373,30
16,98;373,30
17,11;373,30
17,23;373,30
17,36;373,30
17,48;373,29
17,61;373,29
17,73;373,29
17,86;373,28
17,98;373,28
18,11;373,28
18,23;373,28
18,36;373,28
18,48;373,28
18,61;373,27
18,73;373,27
18,86;373,27
18,98;373,27
19,11;373,26
19,23;373,26
19,36;373,26
19,48;373,26
19,61;373,26
19,73;373,25
19,86;373,26
19,98;373,25
20,11;373,25
20,23;373,25
20,36;373,25
20,48;373,26
20,61;373,25
20,73;373,25
20,90;373,24
20,98;373,24
21,11;373,24
21,23;373,24
21,36;373,24
21,48;373,24
21,61;373,24
21,73;373,24
21,86;373,23
21,98;373,23
22,11;373,23
22,23;373,22
22,36;373,23
22,48;373,24
22,61;373,23
22,73;373,23
22,86;373,23
22,98;373,23
23,11;373,23
23,23;373,23
23,36;373,23
23,48;373,23
23,61;373,22
23,73;373,23
23,86;373,23
23,98;373,23
24,11;373,23
24,23;373,22
24,36;373,23
24,48;373,22
24,61;373,22
24,73;373,22
24,86;373,21
24,98;373,21
25,11;373,21
25,23;373,21
25,36;373,21
25,48;373,20
25,61;373,21
25,73;373,20
25,86;373,20
25,98;373,20
26,11;373,20
26,23;373,21
26,36;373,20
26,48;373,19
26,61;373,19
26,73;373,20
26,86;373,19
26,98;373,19
27,11;373,19
27,23;373,19
27,36;373,19
27,48;373,19
27,61;373,19
27,73;373,19
27,86;373,19
27,98;373,18
28,11;373,18
28,23;373,18
28,36;373,17
28,48;373,18
28,61;373,17
28,73;373,17
28,86;373,18
28,98;373,18
29,11;373,17
29,23;373,17
29,36;373,17
29,48;373,17
29,61;373,16
29,73;373,17
29,86;373,16
29,98;373,17
30,11;373,16
30,23;373,16
30,36;373,16
30,48;373,16
30,61;373,16
30,73;373,16
30,86;373,15
30,98;373,15
31,11;373,15
31,23;373,15
31,36;373,16
31,48;373,15
31,61;373,15
31,73;373,15
31,86;373,15
31,98;373,15
32,11;373,15
32,23;373,15
32,36;373,14
32,48;373,14
32,61;373,14
32,73;373,14
32,86;373,14
32,98;373,14
33,11;373,14
33,23;373,14
33,36;373,13
33,48;373,13
33,61;373,12
33,73;373,13
33,86;373,13
33,98;373,13
34,11;373,13
34,23;373,13
34,36;373,13
34,48;373,14
34,61;373,13
34,73;373,13
34,86;373,13
34,98;373,13
35,11;373,13
35,23;373,13
35,36;373,12
35,48;373,12
35,61;373,11
35,73;373,12
35,86;373,12
36,02;373,12
36,11;373,12
36,23;373,11
36,36;373,12
36,48;373,11
36,61;373,11
36,73;373,11
36,86;373,11
36,98;373,11
37,11;373,11
37,23;373,11
37,36;373,11
37,48;373,11
37,61;373,11
37,73;373,11
37,86;373,11
37,98;373,10
38,11;373,11
38,23;373,10
38,36;373,11
38,48;373,11
38,61;373,10
38,73;373,09
38,86;373,10
38,98;373,10
39,11;373,10
39,23;373,10
39,36;373,09
39,48;373,10
39,61;373,10
39,73;373,10
39,86;373,09
39,98;373,09
40,11;373,10
40,23;373,10
40,36;373,09
40,48;373,10
40,61;373,09
40,73;373,09
40,86;373,09
40,98;373,09
41,11;373,10
41,23;373,09
41,36;373,08
41,48;373,09
41,61;373,09
41,73;373,09
41,86;373,08
41,98;373,09
42,11;373,09
42,23;373,09
42,36;373,08
42,48;373,09
42,61;373,09
42,73;373,08
42,86;373,08
42,98;373,08
43,11;373,08
43,23;373,08
43,36;373,08
43,48;373,08
43,61;373,08
43,73;373,08
43,86;373,08
43,98;373,08
44,11;373,08
44,23;373,07
44,36;373,09
44,48;373,08
44,61;373,08
44,73;373,08
44,86;373,08
44,98;373,08
45,11;373,08
45,23;373,08
45,36;373,07
45,48;373,07
45,61;373,07
45,73;373,07
45,86;373,07
45,98;373,07
46,11;373,07
46,23;373,06
46,36;373,07
46,48;373,07
46,61;373,07
46,73;373,07
46,86;373,06
46,98;373,06
47,11;373,06
47,23;373,07
47,36;373,06
47,48;373,06
47,61;373,05
47,73;373,06
47,86;373,06
47,98;373,05
48,11;373,06
48,23;373,06
48,36;373,06
48,48;373,06
48,61;373,06
48,73;373,05
48,86;373,06
48,98;373,05
49,11;373,06
49,23;373,05
49,36;373,04
49,48;373,04
49,61;373,04
49,73;373,05
49,86;373,05
49,98;373,04
50,11;373,04
50,23;373,04
50,36;373,04
50,48;373,04
50,61;373,04
50,73;373,04
50,86;373,04
50,98;373,04
51,15;373,05
51,23;373,04
51,36;373,04
51,48;373,04
51,61;373,04
51,73;373,03
51,86;373,03
51,98;373,03
52,11;373,03
52,23;373,03
52,36;373,03
52,48;373,03
52,61;373,03
52,73;373,03
52,86;373,02
52,98;373,03
53,11;373,03
53,23;373,03
53,36;373,02
53,48;373,03
53,61;373,02
53,73;373,03
53,86;373,03
53,98;373,03
54,11;373,02
54,23;373,02
54,36;373,03
54,48;373,02
54,61;373,03
54,73;373,02
54,86;373,02
54,98;373,02
55,11;373,02
55,23;373,02
55,36;373,02
55,48;373,02
55,61;373,02
55,73;373,02
55,86;373,02
55,98;373,01
56,11;373,01
56,23;373,02
56,36;373,01
56,48;373,01
56,61;373,01
56,73;373,01
56,86;373,01
56,98;373,01
57,11;373,01
57,23;373,01
57,36;373,01
57,48;373,01
57,61;373,01
57,73;373,00
57,86;373,01
57,98;373,00
58,11;373,00
58,23;373,00
58,36;373,00
58,48;372,99
58,61;373,00
58,73;373,00
58,86;373,00
58,98;373,00
59,11;373,00
59,23;373,00
59,36;373,00
59,48;373,00
59,61;373,00
59,73;373,00
59,86;373,00
59,98;373,00
60,11;373,00
60,23;373,00
60,36;373,00
60,48;373,00
60,61;372,99
60,73;373,00
60,86;372,99
60,98;372,99
61,11;373,00
61,23;373,00
61,36;373,00
61,48;373,00
61,61;372,99
61,73;372,99
61,86;373,00
61,98;373,00
62,11;372,99
62,23;372,99
62,36;372,99
62,48;372,99
62,61;372,99
62,73;372,99
62,86;372,99
62,98;372,99
63,11;373,00
63,23;372,99
63,36;372,99
63,48;372,99
63,61;372,99
63,73;372,99
63,86;372,99
63,98;372,99
64,11;372,98
64,23;372,99
64,36;372,99
64,48;372,98
64,61;372,98
64,73;372,98
64,86;372,98
64,98;372,97
65,11;372,98
65,23;372,98
65,36;372,98
65,48;372,98
65,61;372,98
65,73;372,98
65,86;372,98
65,98;372,98
66,11;372,98
66,27;372,97
66,36;372,98
66,48;372,98
66,61;372,98
66,73;372,98
66,86;372,98
66,98;372,98
67,11;372,98
67,23;372,98
67,36;372,97
67,48;372,98
67,61;372,98
67,73;372,97
67,86;372,98
67,98;372,97
68,11;372,97
68,23;372,98
68,36;372,98
68,48;372,97
68,61;372,97
68,73;372,97
68,86;372,97
68,98;372,97
69,11;372,97
69,23;372,97
69,36;372,96
69,48;372,97
69,61;372,96
69,73;372,97
69,86;372,97
69,98;372,97
70,11;372,97
70,23;372,97
70,36;372,97
70,48;372,97
70,61;372,97
70,73;372,97
70,86;372,96
70,98;372,97
71,11;372,97
71,23;372,97
71,36;372,97
71,48;372,96
71,61;372,97
71,74;372,96
71,86;372,96
71,98;372,97
72,11;372,97
72,23;372,96
72,36;372,96
72,48;372,97
72,61;372,96
72,73;372,96
72,86;372,96
72,98;372,96
73,11;372,96
73,23;372,96
73,36;372,96
73,48;372,96
73,61;372,95
73,73;372,95
73,86;372,95
73,98;372,95
74,11;372,95
74,23;372,95
74,36;372,96
74,48;372,95
74,61;372,95
74,73;372,95
74,86;372,95
74,98;372,95
75,11;372,95
75,23;372,95
75,36;372,95
75,48;372,95
75,61;372,95
75,73;372,95
75,86;372,95
75,98;372,95
76,11;372,95
76,23;372,95
76,36;372,95
76,48;372,95
76,61;372,95
76,73;372,95
76,86;372,95
76,98;372,95
77,11;372,94
77,23;372,94
77,36;372,95
77,48;372,95
77,61;372,95
77,73;372,95
77,86;372,95
77,98;372,94
78,11;372,94
78,23;372,94
78,36;372,95
78,48;372,94
78,61;372,94
78,73;372,95
78,86;372,95
78,98;372,94
79,11;372,94
79,23;372,94
79,36;372,94
79,48;372,94
79,61;372,94
79,73;372,93
79,86;372,94
79,98;372,93
80,11;372,93
80,23;372,93
80,36;372,94
80,48;372,93
80,61;372,93
80,73;372,93
80,86;372,93
80,98;372,93
81,11;372,94
81,24;372,94
81,40;372,94
81,49;372,93
81,61;372,93
81,74;372,93
81,86;372,93
81,99;372,93
82,11;372,94
82,24;372,93
82,36;372,93
82,49;372,94
82,61;372,94
82,74;372,93
82,86;372,93
82,99;372,93
83,11;372,93
83,24;372,94
83,36;372,93
83,49;372,92
83,61;372,93
83,74;372,93
83,86;372,94
83,99;372,94
84,11;372,94
84,24;372,93
84,36;372,93
84,49;372,93
84,61;372,94
84,74;372,93
84,86;372,92
84,99;372,93
85,11;372,93
85,24;372,93
85,36;372,93
85,49;372,93
85,61;372,92
85,74;372,92
85,86;372,92
85,99;372,93
86,11;372,92
86,24;372,93
86,36;372,92
86,49;372,92
86,61;372,92
86,74;372,92
86,86;372,92
86,99;372,92
87,11;372,92
87,24;372,93
87,36;372,92
87,49;372,92
87,61;372,92
87,74;372,92
87,86;372,92
87,99;372,92
88,11;372,92
88,24;372,92
88,36;372,92
88,49;372,92
88,61;372,92
88,74;372,92
88,86;372,92
88,99;372,91
89,11;372,91
89,24;372,92
89,36;372,91
89,49;372,91
89,61;372,91
89,74;372,91
89,86;372,91
89,99;372,91
90,11;372,92
90,24;372,91
90,36;372,91
90,49;372,92
90,61;372,92
90,74;372,92
90,86;372,92
90,99;372,91
91,11;372,91
91,24;372,91
91,36;372,90
91,49;372,91
91,61;372,90
91,74;372,90
91,86;372,91
91,99;372,91
92,11;372,91
92,24;372,91
92,36;372,91
92,49;372,90
92,61;372,90
92,74;372,91
92,86;372,91
92,99;372,90
93,11;372,90
93,24;372,90
93,36;372,90
93,49;372,91
93,61;372,91
93,74;372,91
93,86;372,91
93,99;372,91
94,11;372,91
94,24;372,91
94,36;372,91
94,49;372,91
94,61;372,91
94,74;372,91
94,86;372,91
94,99;372,90
95,11;372,90
95,24;372,90
95,36;372,90
95,49;372,90
95,61;372,89
95,74;372,90
95,86;372,90
95,99;372,90
96,11;372,90
96,24;372,90
96,36;372,90
96,53;372,90
96,61;372,90
96,74;372,90
96,86;372,90
96,99;372,90
97,11;372,90
97,24;372,90
97,36;372,90
97,49;372,90
97,61;372,90
97,74;372,90
97,86;372,90
97,99;372,90
98,11;372,90
98,24;372,89
98,36;372,90
98,49;372,90
98,61;372,90
98,74;372,90
98,86;372,90
98,99;372,90
99,11;372,90
99,24;372,90
99,36;372,90
99,49;372,90
99,61;372,89
99,74;372,90
99,86;372,90
99,99;372,89
100,11;372,89
100,24;372,89
100,36;372,89
100,49;372,90
100,61;372,90
100,74;372,90
100,86;372,89
100,99;372,89
101,11;372,89
101,24;372,89
101,36;372,89
101,49;372,89
101,61;372,89
101,74;372,89
101,86;372,89
101,99;372,89
102,11;372,88
102,24;372,89
102,36;372,89
102,49;372,89
102,61;372,90
102,74;372,89
102,86;372,89
102,99;372,89
103,11;372,89
103,24;372,89
103,36;372,88
103,49;372,88
103,61;372,89
103,74;372,89
103,86;372,89
103,99;372,89
104,11;372,88
104,24;372,89
104,36;372,89
104,49;372,88
104,61;372,89
104,74;372,89
104,86;372,89
104,99;372,89
105,11;372,89
105,24;372,89
105,36;372,89
105,49;372,89
105,61;372,89
105,74;372,89
105,86;372,89
105,99;372,88
106,11;372,89
106,24;372,88
106,36;372,89
106,49;372,88
106,61;372,88
106,74;372,88
106,86;372,88
106,99;372,89
107,11;372,88
107,24;372,88
107,36;372,89
107,49;372,89
107,61;372,88
107,74;372,87
107,86;372,88
107,99;372,87
108,11;372,87
108,24;372,88
108,36;372,87
108,49;372,87
108,61;372,87
108,74;372,87
108,86;372,87
108,99;372,87
109,11;372,87
109,24;372,88
109,36;372,88
109,49;372,88
109,61;372,88
109,74;372,88
109,86;372,87
109,99;372,88
110,11;372,88
110,24;372,88
110,36;372,88
110,49;372,87
110,61;372,87
110,74;372,87
110,86;372,88
110,99;372,88
111,11;372,88
111,24;372,87
111,36;372,87
111,49;372,88
111,65;372,87
111,74;372,88
111,86;372,88
111,99;372,87
112,11;372,87
112,24;372,88
112,36;372,87
112,49;372,87
112,61;372,86
112,74;372,87
112,86;372,86
112,99;372,86
113,11;372,86
113,24;372,86
113,36;372,87
113,49;372,87
113,61;372,87
113,74;372,86
113,86;372,87
113,99;372,87
114,11;372,87
114,24;372,87
114,36;372,87
114,49;372,87
114,61;372,87
114,74;372,87
114,86;372,86
114,99;372,86
115,11;372,87
115,24;372,87
115,36;372,87
115,49;372,87
115,61;372,87
115,74;372,87
115,86;372,87
115,99;372,86
116,11;372,86
116,24;372,86
116,36;372,86
116,49;372,86
116,61;372,86
116,74;372,86
116,86;372,86
116,99;372,86
117,11;372,86
117,24;372,86
117,36;372,86
117,49;372,86
117,61;372,86
117,74;372,86
117,86;372,87
117,99;372,86
119,52;372,86
119,65;372,85
119,77;372,85
119,90;372,86
120,03;372,86
120,15;372,86
120,28;372,85
120,40;372,85
120,53;372,85
120,65;372,85
120,78;372,86
120,90;372,86
121,03;372,85
121,15;372,86
121,28;372,86
121,40;372,85
121,53;372,85
121,65;372,86
121,78;372,85
121,90;372,85
122,03;372,85
122,15;372,86
122,28;372,86
122,40;372,87
122,53;372,89
122,65;372,91
122,78;372,93
122,90;372,95
123,03;372,99
123,15;373,02
123,28;373,07
123,40;373,11
123,53;373,16
123,65;373,21
123,78;373,27
123,90;373,32
124,03;373,38
124,15;373,43
124,28;373,49
124,40;373,55
124,53;373,60
124,65;373,65
124,78;373,70
124,90;373,75
125,03;373,81
125,15;373,86
125,28;373,90
125,40;373,95
125,53;373,99
125,65;374,05
125,78;374,09
125,90;374,13
126,03;374,18
126,15;374,22
126,28;374,26
126,40;374,31
126,53;374,34
126,65;374,38
126,82;374,42
126,90;374,46
127,03;374,50
127,15;374,54
127,28;374,57
127,40;374,61
127,53;374,64
127,65;374,68
127,78;374,71
127,90;374,75
128,03;374,78
128,15;374,82
128,28;374,85
128,40;374,89
128,53;374,91
128,65;374,94
128,78;374,97
128,90;375,01
129,03;375,04
129,15;375,06
129,28;375,10
129,40;375,13
129,53;375,16
129,65;375,19
129,78;375,22
129,90;375,24
130,03;375,27
130,15;375,30
130,28;375,32
130,40;375,35
130,53;375,38
130,65;375,41
130,78;375,43
130,90;375,45
131,03;375,48
131,15;375,51
131,28;375,54
131,40;375,56
131,53;375,58
131,65;375,61
131,78;375,63
131,90;375,65
132,03;375,67
132,15;375,70
132,28;375,72
132,40;375,74
132,53;375,76
132,65;375,78
132,78;375,80
132,90;375,83
133,03;375,85
133,15;375,87
133,28;375,89
133,40;375,91
133,53;375,93
133,65;375,96
133,78;375,97
133,90;375,99
134,03;376,01
134,15;376,03
134,28;376,05
134,40;376,07
134,53;376,09
134,65;376,10
134,78;376,12
134,90;376,14
135,03;376,16
135,15;376,17
135,28;376,19
135,40;376,21
135,53;376,23
135,65;376,25
135,78;376,26
135,90;376,28
136,03;376,29
136,15;376,31
136,28;376,32
136,40;376,33
136,53;376,36
136,65;376,36
136,78;376,38
136,90;376,39
137,03;376,41
137,15;376,42
137,28;376,44
137,40;376,45
137,53;376,47
137,65;376,48
137,78;376,50
137,90;376,50
138,03;376,52
138,15;376,54
138,28;376,55
138,40;376,57
138,53;376,58
138,65;376,59
138,78;376,60
138,90;376,62
139,03;376,63
139,15;376,64
139,28;376,65
139,40;376,67
139,53;376,68
139,65;376,69
139,78;376,70
139,90;376,72
140,03;376,73
140,15;376,74
140,28;376,74
140,40;376,76
140,53;376,77
140,65;376,77
140,78;376,78
140,90;376,79
141,03;376,80
141,15;376,81
141,28;376,83
141,40;376,84
141,53;376,85
141,65;376,85
141,78;376,87
141,94;376,87
142,03;376,88
142,15;376,89
142,28;376,90
142,40;376,91
142,53;376,92
142,65;376,93
142,78;376,94
142,90;376,94
143,03;376,96
143,15;376,96
143,28;376,97
143,40;376,97
143,53;376,99
143,65;377,00
143,78;377,01
143,90;377,02
144,03;377,03
144,15;377,04
144,28;377,05
144,40;377,05
144,53;377,06
144,65;377,07
144,78;377,08
144,90;377,08
145,03;377,08
145,15;377,09
145,28;377,10
145,40;377,10
145,53;377,10
145,65;377,11
145,78;377,12
145,90;377,13
146,03;377,13
146,15;377,14
146,28;377,14
146,40;377,16
146,53;377,16
146,65;377,17
146,78;377,18
146,90;377,18
147,03;377,19
147,15;377,20
147,28;377,20
147,40;377,21
147,53;377,21
147,65;377,22
147,78;377,23
147,90;377,23
148,03;377,24
148,15;377,24
148,28;377,25
148,40;377,25
148,53;377,26
148,65;377,27
148,78;377,27
148,90;377,27
149,03;377,28
149,15;377,29
149,28;377,29
149,40;377,30
149,53;377,30
149,65;377,30
149,78;377,31
149,90;377,32
150,03;377,33
150,15;377,33
150,28;377,33
150,40;377,34
150,53;377,34
150,65;377,34
150,78;377,35
150,90;377,36
151,03;377,36
151,15;377,36
151,28;377,37
151,40;377,38
151,53;377,38
151,65;377,39
151,78;377,39
151,90;377,39
152,03;377,40
152,15;377,41
152,28;377,40
152,40;377,40
152,53;377,41
152,65;377,41
152,78;377,42
152,90;377,42
153,03;377,42
153,15;377,43
153,28;377,44
153,40;377,44
153,53;377,45
153,65;377,45
153,78;377,45
153,90;377,46
154,03;377,46
154,15;377,46
154,28;377,46
154,40;377,47
154,53;377,47
154,65;377,48
154,78;377,47
154,90;377,48
155,03;377,48
155,15;377,48
155,28;377,49
155,40;377,49
155,53;377,49
155,65;377,50
155,78;377,50
155,90;377,50
156,03;377,51
156,15;377,51
156,28;377,51
156,40;377,51
156,53;377,52
156,65;377,51
156,78;377,52
156,90;377,52
157,07;377,52
157,15;377,52
157,28;377,53
157,40;377,53
157,53;377,54
157,65;377,54
157,78;377,54
157,90;377,55
158,03;377,56
158,15;377,56
158,28;377,56
158,40;377,56
158,53;377,56
158,65;377,56
158,78;377,57
158,90;377,57
159,03;377,57
159,15;377,57
159,28;377,58
159,40;377,57
159,53;377,58
159,65;377,58
159,78;377,59
159,90;377,59
160,03;377,58
160,15;377,59
160,28;377,59
160,40;377,59
160,53;377,59
160,65;377,60
160,78;377,60
160,90;377,60
161,03;377,60
161,15;377,60
161,28;377,61
161,40;377,61
161,53;377,61
161,65;377,61
161,78;377,61
161,90;377,62
162,03;377,62
162,15;377,62
162,28;377,62
162,40;377,62
162,53;377,63
162,65;377,63
162,78;377,63
162,90;377,63
163,03;377,63
163,15;377,63
163,28;377,64
163,40;377,64
163,53;377,64
163,65;377,64
163,78;377,64
163,90;377,65
164,03;377,65
164,15;377,65
164,28;377,65
164,40;377,65
164,53;377,65
164,65;377,65
164,78;377,65
164,90;377,65
165,03;377,65
165,15;377,65
165,28;377,66
165,40;377,66
165,53;377,65
165,65;377,66
165,78;377,66
165,90;377,66
166,03;377,67
166,15;377,67
166,28;377,67
166,40;377,67
166,53;377,68
166,65;377,67
166,78;377,67
166,90;377,68
167,03;377,68
167,15;377,68
167,28;377,68
167,40;377,68
167,53;377,68
167,65;377,68
167,78;377,68
167,90;377,69
168,03;377,69
168,15;377,69
168,28;377,69
168,40;377,69
168,53;377,69
168,65;377,69
168,78;377,69
168,90;377,70
169,03;377,70
169,15;377,70
169,28;377,70
169,40;377,70
169,53;377,70
169,65;377,70
169,78;377,71
169,90;377,71
170,03;377,71
170,16;377,71
170,28;377,71
170,41;377,71
170,53;377,71
170,66;377,71
170,78;377,71
170,91;377,71
171,03;377,72
171,16;377,71
171,28;377,72
171,41;377,72
171,53;377,72
171,66;377,72
171,78;377,73
171,91;377,72
172,03;377,72
172,20;377,72
172,28;377,72
172,41;377,72
172,53;377,72
172,66;377,72
172,78;377,72
172,91;377,72
173,03;377,72
173,16;377,73
173,28;377,73
173,41;377,73
173,53;377,73
173,66;377,73
173,78;377,73
173,91;377,73
174,03;377,73
174,16;377,73
174,28;377,72
174,41;377,73
174,53;377,73
174,66;377,73
174,78;377,73
174,91;377,73
175,03;377,73
175,16;377,74
175,28;377,73
175,41;377,74
175,53;377,74
175,66;377,74
175,78;377,74
175,91;377,74
176,03;377,74
176,16;377,74
176,28;377,74
176,41;377,74
176,53;377,74
176,66;377,74
176,78;377,73
176,91;377,74
177,03;377,74
177,16;377,74
177,28;377,74
177,41;377,74
177,53;377,73
177,66;377,74
177,78;377,74
177,91;377,74
178,03;377,74
178,16;377,74
178,28;377,74
178,41;377,75
178,53;377,74
178,66;377,74
178,78;377,75
178,91;377,75
179,03;377,75
179,16;377,75
179,28;377,75
179,41;377,75
179,53;377,75
179,66;377,74
179,78;377,74
179,91;377,75
180,03;377,75
180,16;377,75
180,28;377,75
180,41;377,75
180,53;377,76
180,66;377,75
180,78;377,75
180,91;377,75
181,03;377,75
181,16;377,75
181,28;377,75
181,41;377,75
181,53;377,75
181,66;377,75
181,78;377,75
181,91;377,75
182,03;377,75
182,16;377,75
182,28;377,75
182,41;377,75
182,53;377,75
182,66;377,75
182,78;377,75
182,91;377,75
183,03;377,75
183,16;377,75
183,28;377,76
183,41;377,76
183,53;377,76
183,66;377,75
183,78;377,76
183,91;377,76
184,03;377,76
184,16;377,76
184,28;377,76
184,41;377,76
184,53;377,76
184,66;377,76
184,78;377,76
184,91;377,75
185,03;377,76
185,16;377,76
185,28;377,76
185,41;377,76
185,53;377,76
185,66;377,76
185,78;377,76
185,91;377,76
186,03;377,76
186,16;377,76
186,28;377,76
186,41;377,76
186,53;377,76
186,66;377,76
186,78;377,75
186,91;377,76
187,03;377,76
187,16;377,76
187,32;377,76
187,41;377,76
187,53;377,76
187,66;377,77
187,78;377,77
187,91;377,77
188,03;377,76
188,16;377,77
188,28;377,76
188,41;377,76
188,53;377,76
188,66;377,76
188,78;377,76
188,91;377,76
189,03;377,76
189,16;377,76
189,28;377,76
189,41;377,76
189,53;377,76
189,66;377,76
189,78;377,76
189,91;377,76
190,03;377,76
190,16;377,76
190,28;377,77
190,41;377,76
190,53;377,76
190,66;377,76
190,78;377,76
190,91;377,76
191,03;377,76
191,16;377,76
191,28;377,76
191,41;377,76
191,53;377,76
191,66;377,76
191,78;377,77
191,91;377,76
192,03;377,76
192,16;377,77
192,28;377,77
192,41;377,77
192,53;377,77
192,66;377,77
192,78;377,78
192,91;377,77
193,03;377,77
193,16;377,77
193,28;377,77
193,41;377,77
193,53;377,77
193,66;377,77
193,78;377,77
193,91;377,76
194,03;377,76
194,16;377,77
194,28;377,77
194,41;377,77
194,53;377,77
194,66;377,77
194,78;377,77
194,91;377,77
195,03;377,77
195,16;377,77
195,28;377,76
195,41;377,77
195,53;377,77
195,66;377,77
195,78;377,77
195,91;377,76
196,03;377,76
196,16;377,77
196,28;377,76
196,41;377,76
196,53;377,76
196,66;377,77
196,78;377,76
196,91;377,77
197,03;377,77
197,16;377,76
197,28;377,76
197,41;377,77
197,53;377,77
197,66;377,77
197,78;377,76
197,91;377,77
198,03;377,77
198,16;377,77
198,28;377,77
198,41;377,77
198,53;377,77
198,66;377,77
198,78;377,77
198,91;377,77
199,03;377,77
199,16;377,77
199,28;377,77
199,41;377,77
199,53;377,77
199,66;377,76
199,78;377,77
199,91;377,77
200,03;377,77
200,16;377,77
200,28;377,78
200,41;377,77
200,53;377,77
200,66;377,77
200,78;377,77
200,91;377,77
201,03;377,77
201,16;377,77
201,28;377,77
201,41;377,76
201,53;377,77
201,66;377,76
201,78;377,76
201,91;377,77
202,03;377,76
202,16;377,77
202,28;377,77
202,45;377,77
202,53;377,76
202,66;377,77
202,78;377,77
202,91;377,76
203,03;377,77
203,16;377,77
203,28;377,77
203,41;377,77
203,53;377,77
203,66;377,77
203,78;377,77
203,91;377,77
204,03;377,77
204,16;377,76
204,28;377,77
204,41;377,77
204,53;377,77
204,66;377,77
204,78;377,77
204,91;377,77
205,03;377,77
205,16;377,77
205,28;377,77
205,41;377,77
205,53;377,77
205,66;377,77
205,78;377,77
205,91;377,77
206,03;377,76
206,16;377,77
206,28;377,77
206,41;377,77
206,53;377,77
206,66;377,77
206,78;377,77
206,91;377,77
207,03;377,77
207,16;377,77
207,28;377,78
207,41;377,78
207,53;377,78
207,66;377,77
207,78;377,77
207,91;377,77
208,03;377,77
208,16;377,77
208,28;377,77
208,41;377,77
208,53;377,77
208,66;377,77
208,78;377,77
208,91;377,77
209,03;377,77
209,16;377,76
209,28;377,77
209,41;377,77
209,53;377,77
209,66;377,77
209,78;377,77
209,91;377,77
210,03;377,77
210,16;377,77
210,28;377,77
210,41;377,76
210,53;377,77
210,66;377,77
210,78;377,77
210,91;377,77
211,03;377,77
211,16;377,77
211,28;377,76
211,41;377,77
211,53;377,77
211,66;377,77
211,78;377,77
211,91;377,77
212,03;377,77
212,16;377,78
212,28;377,77
212,41;377,77
212,53;377,77
212,66;377,77
212,78;377,77
212,91;377,77
213,03;377,77
213,16;377,77
213,28;377,77
213,41;377,77
213,53;377,77
213,66;377,77
213,78;377,77
213,91;377,76
214,03;377,76
214,16;377,77
214,28;377,77
214,41;377,77
214,53;377,77
214,66;377,77
214,78;377,77
214,91;377,77
215,03;377,76
215,16;377,76
215,28;377,76
215,41;377,76
215,53;377,77
215,66;377,76
215,78;377,77
215,91;377,76
216,03;377,75
216,16;377,75
216,28;377,76
216,41;377,76
216,53;377,76
216,66;377,75
216,78;377,75
216,91;377,77
217,03;377,76
217,16;377,76
217,28;377,76
217,41;377,76
217,57;377,76
217,66;377,76
217,78;377,76
217,91;377,76
218,03;377,76
218,16;377,76
218,28;377,76
218,41;377,76
218,53;377,76
218,66;377,76
218,78;377,75
218,91;377,75
219,03;377,76
219,16;377,75
219,28;377,76
219,41;377,76
219,53;377,76
219,66;377,76
